,adult,belongs_to_collection,collection_name,budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,date_grp,cpi_index,cpi_current,inflation_rate,budget_diff,budget_adj,revenue_diff,revenue_adj,original_language_full
22701,False,114915,Xtro Collection,0.0,Horror,57597,en,Xtro 3: Watch the Skies,3.33,1995-11-14,0.0,97,Released,Xtro 3: Watch the Skies,4.4,24,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22703,False,3167,Ace Ventura Collection,30000000.0,Crime,9273,en,Ace Ventura: When Nature Calls,20.87,1995-11-10,212385533.0,90,Released,Ace Ventura: When Nature Calls,6.31,3568,Nov-95,153.6,296.797,0.482474553,14474236.6,44474236.6,102470615.16,314856148.16,English
22706,False,486877,Angel Collection,0.0,Drama,271116,cn,魔鬼天使,12.31,1995-11-09,216341.0,95,Released,Devil Angel,2.7,3,Nov-95,153.6,296.797,0.482474553,0.0,0.0,104379.03,320720.03,Chinese
22707,False,315944,Wallander samling (Rolf Lassgård),0.0,Drama,228432,sv,Hundarna i Riga,0.83,1995-11-09,0.0,106,Released,The Dogs of Riga,5.8,6,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,Swedish
22711,False,277630,CyberTracker Collection,0.0,Action,29820,en,CyberTracker 2,1.33,1995-11-08,0.0,97,Released,CyberTracker 2,5.2,12,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22714,False,995935,City Cop Collections,0.0,Crime,261290,cn,公僕II,0.8,1995-11-07,0.0,99,Released,City Cop,0.0,0,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,Chinese
22715,False,268014,The Big Bottom Box,0.0,Comedy,46481,en,Bottom Live The Big Number 2 Tour,1.36,1995-11-06,0.0,110,Released,Bottom Live The Big Number 2 Tour,7.7,17,Nov-95,153.6,296.797,0.482474553,0.0,0.0,0.0,0.0,English
22716,False,112839,Josh Kirby... Time Warrior! Adventures,0.0,Family,137095,en,Josh Kirby... Time Warrior: The Human Pets,0.84,1995-10-31,0.0,91,Released,Josh Kirby... Time Warrior: The Human Pets,6.0,4,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22719,False,10194,Toy Story Collection,30000000.0,Animation,862,en,Toy Story,110.89,1995-10-30,373554033.0,81,Released,Toy Story,7.97,16241,Oct-95,153.7,296.797,0.482137623,14464128.68,44464128.68,180104453.41,553658486.41,English
22723,False,978107,Century of Cinema Collection,0.0,Documentary,498376,sv,"Jag är nyfiken, film",0.84,1995-10-28,0.0,54,Released,"I Am Curious, Film",2.8,4,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,Swedish
22724,False,112839,Josh Kirby... Time Warrior! Adventures,0.0,Science Fiction,113561,en,Josh Kirby... Time Warrior: Planet of the Dino-Knights,0.71,1995-10-25,0.0,88,Released,Josh Kirby... Time Warrior: Planet of the Dino-Knights,6.8,5,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22727,False,660895,Cagney & Lacey Collection,0.0,TV Movie,176195,en,Cagney & Lacey: The View Through the Glass Ceiling,0.82,1995-10-25,0.0,92,Released,Cagney & Lacey: The View Through the Glass Ceiling,6.7,3,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22730,False,978107,Century of Cinema Collection,0.0,Documentary,498521,en,Irish Cinema: Ourselves Alone?,0.6,1995-10-20,0.0,51,Released,Irish Cinema: Ourselves Alone?,5.0,2,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22731,False,1055593,The Pachinko Game Drifter Collection,0.0,no_genre,1055583,ja,パチンコ無宿 II 港の勝負師,0.6,1995-10-20,0.0,83,Released,The Pachinko Game Drifter II,0.0,0,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,Japanese
22732,False,123256,Pumpkinhead Collection,0.0,Horror,35977,en,Pumpkinhead II: Blood Wings,9.3,1995-10-20,0.0,88,Released,Pumpkinhead II: Blood Wings,5.44,127,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22735,False,726869,Mallrats Collection,6000000.0,Romance,2293,en,Mallrats,13.86,1995-10-20,2122561.0,94,Released,Mallrats,6.76,1030,Oct-95,153.7,296.797,0.482137623,2892825.74,8892825.74,1023366.51,3145927.51,English
22737,False,91698,Chili Palmer Collection,30250000.0,Comedy,8012,en,Get Shorty,12.48,1995-10-20,115101622.0,105,Released,Get Shorty,6.46,837,Oct-95,153.7,296.797,0.482137623,14584663.09,44834663.09,55494822.4,170596444.4,English
22740,False,977890,The Barbi Series,0.0,Action,713827,tl,Run Barbi Run,0.84,1995-10-18,0.0,106,Released,Run Barbi Run,0.0,0,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,Tagalog
22742,False,712875,Cody Collection,0.0,TV Movie,824165,en,Cody: The Burnout,0.6,1995-10-11,0.0,90,Released,Cody: The Burnout,0.0,0,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22744,False,978107,Century of Cinema Collection,0.0,Documentary,119013,en,Cinema of Unease: A Personal Journey by Sam Neill,1.4,1995-10-10,0.0,52,Released,Cinema of Unease: A Personal Journey by Sam Neill,5.0,6,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22745,False,174245,Alien Nation Collection,0.0,TV Movie,77348,en,Alien Nation: Body and Soul,3.12,1995-10-10,0.0,87,Released,Alien Nation: Body and Soul,5.7,14,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22747,False,97237,Faces of Death Collection,0.0,Documentary,15903,en,Faces of Death V,1.58,1995-10-10,0.0,90,Released,Faces of Death V,3.8,13,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22749,False,288882,Bloodfight,0.0,Action,288270,en,Blood Ring 2,0.64,1995-10-10,0.0,90,Released,Blood Ring 2,6.0,1,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22750,False,222049,The Adventures of Young Indiana Jones Collection,0.0,Action,222054,en,The Adventures of Young Indiana Jones: Attack of the Hawkmen,3.79,1995-10-08,0.0,96,Released,The Adventures of Young Indiana Jones: Attack of the Hawkmen,6.2,10,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22754,False,651183,DEAW Stand Up Comedy Show Collection,0.0,Comedy,479808,th,เดี่ยวไมโครโฟน 1,0.6,1995-10-07,0.0,97,Released,DEAW #1 Stand Up Comedy Show,0.0,0,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,Thai
22755,False,691937,Siren: Erotic Ghost,0.0,Thriller,1048235,ja,妖女伝説セイレーン３,0.6,1995-10-06,0.0,76,Released,Siren the Ghost Story Forever,0.0,0,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,Japanese
22757,False,847984,Gloria Duque - Colección,0.0,Drama,74840,es,Nadie hablará de nosotras cuando hayamos muerto,1.86,1995-10-05,0.0,104,Released,Nobody Will Speak of Us When We're Dead,7.3,26,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,Spanish
22759,False,108043,Hamilton Collection,0.0,TV Movie,76196,sv,Tribunal,1.26,1995-10-04,0.0,60,Released,Tribunal,6.0,4,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,Swedish
22762,False,322650,Detonator Collection,6000000.0,TV Movie,38651,en,Night Watch,3.33,1995-10-04,0.0,94,Released,Night Watch,4.46,23,Oct-95,153.7,296.797,0.482137623,2892825.74,8892825.74,0.0,0.0,English
22765,False,121067,Bloodfist Collection,0.0,Action,86524,en,Bloodfist VII: Manhunt,1.1,1995-10-03,0.0,95,Released,Bloodfist VII: Manhunt,4.8,5,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22767,False,681955,Mirror Mirror Collection,0.0,Fantasy,92707,en,"Mirror, Mirror III: The Voyeur",3.11,1995-10-01,0.0,91,Released,"Mirror, Mirror III: The Voyeur",2.75,10,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,English
22770,False,982554,Dayo Wong's stand-up comedy collection,0.0,Comedy,601359,cn,棟篤笑雙打之玩無可玩,0.65,1995-10-01,0.0,111,Released,棟篤笑雙打之玩無可玩,0.0,0,Oct-95,153.7,296.797,0.482137623,0.0,0.0,0.0,0.0,Chinese
22771,False,91361,Halloween Collection,5000000.0,Horror,10987,en,Halloween: The Curse of Michael Myers,21.27,1995-09-29,15116634.0,88,Released,Halloween: The Curse of Michael Myers,5.17,888,Sep-95,153.2,296.797,0.483822276,2419111.38,7419111.38,7313764.26,22430398.26,English
22773,False,286948,Nemesis Collection,0.0,Science Fiction,63105,en,Nemesis 2: Nebula,5.47,1995-09-26,0.0,83,Released,Nemesis 2: Nebula,4.09,34,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,English
22776,False,640872,Prehysteria Collection,0.0,Drama,201938,en,Prehysteria! 3,2.06,1995-09-26,0.0,84,Released,Prehysteria! 3,5.0,9,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,English
22781,False,473943,Gonin Collection,0.0,Action,26830,ja,GONIN,5.12,1995-09-23,0.0,109,Released,GONIN,6.62,37,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Japanese
22784,False,247294,Showgirls Collection,45000000.0,Drama,10802,en,Showgirls,21.2,1995-09-22,20350754.0,131,Released,Showgirls,5.53,991,Sep-95,153.2,296.797,0.483822276,21772002.41,66772002.41,9846148.12,30196902.12,English
22785,False,1038919,美女奉行 おんな牢秘抄,0.0,no_genre,1038918,ja,美女奉行 おんな牢秘抄II,0.6,1995-09-21,0.0,79,Released,美女奉行 おんな牢秘抄II,0.0,0,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Japanese
22786,False,826215,Da Vinci's War Collection,0.0,Action,52027,en,To the Limit,1.98,1995-09-19,0.0,98,Released,To the Limit,3.25,14,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,English
22788,False,439053,Brooklyn Cigar Store Collection,2000000.0,Comedy,5894,en,Blue in the Face,8.17,1995-09-15,1275000.0,83,Released,Blue in the Face,6.66,129,Sep-95,153.2,296.797,0.483822276,967644.55,2967644.55,616873.4,1891873.4,English
22789,False,830157,I Like to Play Games Collection,0.0,Drama,68481,en,I Like to Play Games,1.9,1995-09-15,0.0,95,Released,I Like to Play Games,4.33,6,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,English
22790,False,115225,Children of the Corn Collection,0.0,Thriller,25749,en,Children of the Corn III: Urban Harvest,12.75,1995-09-12,0.0,92,Released,Children of the Corn III: Urban Harvest,4.7,144,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,English
22792,False,520945,Yakuza Ladies series,0.0,Action,413031,ja,極道の妻たち　赫い絆,1.79,1995-09-09,0.0,114,Released,Yakuza Ladies: Blood Ties,0.0,0,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Japanese
22794,False,672767,Angel of Darkness Collection,0.0,Horror,40125,ja,淫獣教師　II　実写版,4.9,1995-09-08,0.0,70,Released,Angel of Darkness 2,4.2,5,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Japanese
22795,False,928878,XX,0.0,Crime,45468,ja,XX ダブルエックス 美しき獣,2.3,1995-09-08,0.0,86,Released,XX: Beautiful Beast,6.5,8,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Japanese
22798,False,122017,Screamers Collection,20000000.0,Horror,9102,en,Screamers,9.55,1995-09-08,5781885.0,108,Released,Screamers,6.2,439,Sep-95,153.2,296.797,0.483822276,9676445.52,29676445.52,2797404.76,8579289.76,English
22800,False,256374,Zero Woman Collection,0.0,Action,44980,ja,Zero WOMAN ＩＩ　警視庁０課の女,3.21,1995-09-05,0.0,99,Released,Zero Woman,5.0,3,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Japanese
22802,False,315944,Wallander samling (Rolf Lassgård),0.0,Drama,676278,sv,Mördare utan ansikte,0.6,1995-09-03,0.0,200,Released,Faceless Murderer,6.0,1,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Swedish
22804,False,978107,Century of Cinema Collection,0.0,Documentary,44332,ja,百年日本映画,0.76,1995-09-01,0.0,52,Released,100 Years of Japanese Cinema,5.8,13,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Japanese
22807,False,148315,Pekko aikamiespoika Collection,0.0,Comedy,148310,fi,Pekko ja massahurmaaja,1.22,1995-09-01,0.0,81,Released,Pekko ja massahurmaaja,2.0,3,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Finnish
22808,False,892220,The King of Minami Collection,0.0,no_genre,852907,ja,難波金融伝 ミナミの帝王6 欲望の街,0.6,1995-09-01,0.0,81,Released,The King of Minami 6,0.0,0,Sep-95,153.2,296.797,0.483822276,0.0,0.0,0.0,0.0,Japanese
22809,False,9068,The Prophecy Collection,8000000.0,Horror,11980,en,The Prophecy,19.59,1995-09-01,16115878.0,98,Released,The Prophecy,6.52,412,Sep-95,153.2,296.797,0.483822276,3870578.21,11870578.21,7797220.77,23913098.77,English
22812,False,397854,Excessive Force Collection,0.0,Action,86848,en,Excessive Force II: Force on Force,0.83,1995-08-29,0.0,88,Released,Excessive Force II: Force on Force,3.0,7,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22813,False,445332,Black Society Collection,0.0,Action,36250,ja,新宿黒社会 チャイナマフィア戦争,5.57,1995-08-26,0.0,100,Released,Shinjuku Triad Society,6.44,45,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,Japanese
22816,False,974279,Angel of Darkness (Animated) Collection,0.0,Animation,284038,ja,淫獣教師 3,0.6,1995-08-25,0.0,45,Released,Angel of Darkness Volume 3,6.0,1,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,Japanese
22818,False,9649,Mariachi Collection,7000000.0,Thriller,8068,en,Desperado,22.15,1995-08-25,25405445.0,104,Released,Desperado,6.9,2425,Aug-95,152.9,296.797,0.484833068,3393831.47,10393831.47,12317399.84,37722844.84,English
22821,False,712875,Cody Collection,0.0,TV Movie,824166,en,Cody: Wrong Stuff,0.6,1995-08-24,0.0,90,Released,Cody: Wrong Stuff,0.0,0,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22823,False,319644,Black Scorpion Collection,0.0,Action,27010,en,Black Scorpion,3.92,1995-08-22,0.0,92,Released,Black Scorpion,6.62,13,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22825,False,9818,Mortal Kombat Collection,18000000.0,Action,9312,en,Mortal Kombat,27.27,1995-08-18,122195920.0,101,Released,Mortal Kombat,5.82,1914,Aug-95,152.9,296.797,0.484833068,8726995.22,26726995.22,59244622.76,181440542.76,English
22827,False,712875,Cody Collection,0.0,TV Movie,824167,en,Cody: Fall from Grace,0.6,1995-08-17,0.0,90,Released,Cody: Fall from Grace,0.0,0,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22829,False,514490,Suit Yourself or Shoot Yourself Collection,0.0,Crime,311019,ja,勝手にしやがれ!!　脱出計画,1.96,1995-08-12,0.0,80,Released,Suit Yourself or Shoot Yourself!! The Escape,7.0,2,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,Japanese
22832,False,1007218,A Kid in... Collection,0.0,Adventure,37108,en,A Kid in King Arthur's Court,9.34,1995-08-11,0.0,89,Released,A Kid in King Arthur's Court,4.87,147,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22837,False,665170,Black Fox Collection,0.0,TV Movie,611559,en,Black Fox: Good Men and Bad,1.3,1995-08-11,0.0,90,Released,Black Fox: Good Men and Bad,8.0,1,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22839,False,978107,Century of Cinema Collection,0.0,Documentary,353231,ko,한국영화 씻김,0.6,1995-08-06,0.0,52,Released,The Cinema on the Road,5.0,4,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,Korean
22840,False,145553,Slayers Collection,0.0,Animation,35105,ja,スレイヤーズ,4.05,1995-08-05,0.0,75,Released,Slayers: The Motion Picture,6.7,19,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,Japanese
22844,False,1059663,Lupin III Collection,0.0,Animation,45378,ja,ルパン三世 ハリマオの財宝を追え！！,3.96,1995-08-04,0.0,90,Released,Lupin the Third: The Pursuit of Harimao's Treasure,6.4,35,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,Japanese
22848,False,665170,Black Fox Collection,0.0,Western,262004,nl,Black Fox: The Price of Peace,1.3,1995-08-04,0.0,96,Released,Black Fox: The Price of Peace,7.0,3,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,Dutch
22850,False,446149,P.R.O.B.E. Collection,0.0,Crime,157910,en,The Devil of Winterborne,1.04,1995-08-01,0.0,82,Released,The Devil of Winterborne,8.3,3,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22854,False,464696,Red Shoe Diaries Collection,0.0,Drama,451897,en,Red Shoe Diaries 5: Weekend Pass,0.85,1995-08-01,0.0,86,Released,Red Shoe Diaries 5: Weekend Pass,0.0,0,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22855,False,105322,Kickboxer Collection,0.0,Action,40661,en,The Redemption: Kickboxer 5,7.12,1995-08-01,0.0,87,Released,The Redemption: Kickboxer 5,4.8,67,Aug-95,152.9,296.797,0.484833068,0.0,0.0,0.0,0.0,English
22858,False,959731,The Soreike! Anpanman Collection,0.0,Fantasy,390951,ja,それいけ! アンパンマン ゆうれい船をやっつけろ!!,1.62,1995-07-29,0.0,86,Released,Go! Anpanman: Let's Defeat the Haunted Ship!!,8.0,1,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Japanese
22860,False,665170,Black Fox Collection,0.0,TV Movie,115418,en,Black Fox,2.39,1995-07-28,0.0,92,Released,Black Fox,5.5,4,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,English
22862,False,328073,The Net Collection,22000000.0,Crime,1642,en,The Net,16.57,1995-07-28,110627965.0,114,Released,The Net,5.98,1108,Jul-95,152.5,296.797,0.48618079,10695977.39,32695977.39,53785191.45,164413156.45,English
22867,False,787190,Tokyo Mafia Collection,0.0,Crime,251087,ja,東京魔悲夜,0.6,1995-07-23,0.0,82,Released,Tokyo Mafia: Yakuza Wars,7.0,1,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Japanese
22869,False,709363,笑林小子（系列）,0.0,Action,497558,zh,無敵反斗星,4.77,1995-07-20,481.0,90,Released,Super Mischieves,5.2,4,Jul-95,152.5,296.797,0.48618079,0.0,0.0,233.85,714.85,Chinese
22872,False,9328,Free Willy Collection,31000000.0,Family,9073,en,Free Willy 2: The Adventure Home,16.49,1995-07-19,30000000.0,95,Released,Free Willy 2: The Adventure Home,5.95,510,Jul-95,152.5,296.797,0.48618079,15071604.5,46071604.5,14585423.71,44585423.71,English
22875,False,591919,Boonchu Series,0.0,Comedy,591667,th,บุญชู 8 เพื่อเธอ,0.82,1995-07-19,0.0,105,Released,Boonchu 8,8.0,1,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Thai
22877,False,9435,Babe Collection,30000000.0,Fantasy,9598,en,Babe,21.16,1995-07-18,254134910.0,91,Released,Babe,6.18,2514,Jul-95,152.5,296.797,0.48618079,14585423.71,44585423.71,123555511.37,377690421.37,English
22881,False,425164,Dragon Ball Z Collection,0.0,Animation,39108,ja,ドラゴンボールZ 龍拳爆発!!悟空がやらねば誰がやる,71.84,1995-07-15,24000000.0,51,Released,Dragon Ball Z: Wrath of the Dragon,7.21,563,Jul-95,152.5,296.797,0.48618079,0.0,0.0,11668338.97,35668338.97,Japanese
22884,False,340811,Swastika Dance Collection,0.0,Drama,340810,ja,Manji Mai 2 Yoen Sanjo Nure Emaki,1.14,1995-07-15,0.0,84,Released,Swastika dance 2 : Three erotic women,0.0,0,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Japanese
22885,False,112399,Under Siege Collection,60000000.0,Action,3512,en,Under Siege 2: Dark Territory,20.98,1995-07-13,104324083.0,100,Released,Under Siege 2: Dark Territory,5.83,727,Jul-95,152.5,296.797,0.48618079,29170847.41,89170847.41,50720365.11,155044448.11,English
22887,False,425881,Thunder in Paradise Collection,0.0,Action,207376,en,Thunder in Paradise 3,2.26,1995-07-11,0.0,91,Released,Thunder in Paradise 3,6.8,12,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,English
22890,False,45154,Darkman Collection,0.0,Action,18998,en,Darkman II: The Return of Durant,9.84,1995-07-11,0.0,93,Released,Darkman II: The Return of Durant,5.48,230,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,English
22895,False,734045,Haunted School Collection,0.0,Family,125165,ja,学校の怪談,2.8,1995-07-08,0.0,104,Released,Haunted School,6.7,6,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Japanese
22897,False,567630,The Nutty Boy Collection,0.0,Family,51184,pt,Menino Maluquinho: O Filme,4.75,1995-07-07,0.0,83,Released,The Nutty Boy,6.47,54,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Portuguese
22900,False,633245,Unit 731,0.0,War,51007,cn,黑太陽：南京大屠殺,6.14,1995-07-07,0.0,91,Released,Black Sun: The Nanking Massacre,6.22,18,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Chinese
22903,False,9887,Species Collection,35000000.0,Science Fiction,9348,en,Species,68.51,1995-07-07,113374103.0,108,Released,Species,5.92,1335,Jul-95,152.5,296.797,0.48618079,17016327.66,52016327.66,55120310.99,168494413.99,English
22906,False,19285,Leprechaun Collection,0.0,Comedy,19286,en,Leprechaun 3,20.82,1995-07-04,0.0,94,Released,Leprechaun 3,5.92,256,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,English
22908,False,702646,The Stranger collection,0.0,Science Fiction,449704,en,The Stranger: Eye of the Beholder,0.7,1995-07-01,0.0,85,Released,The Stranger: Eye of the Beholder,9.0,1,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,English
22909,False,892220,The King of Minami Collection,0.0,no_genre,1003089,ja,難波金融伝ミナミの帝王 スペシャル劇場版 ローンシャーク追い込み,0.6,1995-07-01,0.0,95,Released,The King of Minami: The Special Movie,0.0,0,Jul-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Japanese
22910,False,974279,Angel of Darkness (Animated) Collection,0.0,Animation,284037,ja,淫獣教師 2,0.6,1995-06-30,0.0,45,Released,Angel of Darkness Volume 2,6.0,2,Jun-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Japanese
22912,False,708816,Power Rangers Collection,15000000.0,Action,9070,en,Mighty Morphin Power Rangers: The Movie,22.77,1995-06-30,66400000.0,96,Released,Mighty Morphin Power Rangers: The Movie,5.8,589,Jun-95,152.5,296.797,0.48618079,7292711.85,22292711.85,32282404.47,98682404.47,English
22916,False,456580,No Good Middle-Aged Yakuza Trilogy,0.0,Drama,180803,ja,新・悲しきヒットマン,2.47,1995-06-30,0.0,105,Released,Another Lonely Hitman,6.2,5,Jun-95,152.5,296.797,0.48618079,0.0,0.0,0.0,0.0,Japanese
